1.78427	2.82248	1.44798
1.9576	3.37938	2.89414
2.58221	2.69293	0.100092
1.77276	4.02293	0.404045
0.511803	3.63107	1.20746
2.42522	2.6226	0.679364
1.21527	2.80562	1.34769
2.27749	2.56221	0.0278768
1.61131	3.47646	1.05626
2.74605	1.32585	1.60461
0.946621	3.62675	0.285719
1.52588	1.82442	0.758548
2.26143	1.50937	-0.429198
2.46962	2.80432	0.410489
1.95272	3.92028	1.21585
1.64721	4.18167	1.91404
1.18018	3.96961	1.88703
2.1051	1.99432	1.18163
1.09985	3.65652	0.573003
3.61648	2.61634	-0.0130512
1.8269	1.22085	1.55929
2.39159	3.80277	1.26737
2.41536	2.21767	0.602845
2.58985	2.11098	0.826621
1.66492	1.78622	1.05073
3.21883	2.76972	0.458726
2.17222	3.93038	0.518988
2.14904	1.97579	0.799311
2.18215	4.31042	0.599205
2.80667	2.6142	1.98103
2.84974	2.8506	1.16528
1.89215	3.35376	1.40833
0.585081	4.13452	2.52448
1.36953	2.3996	0.738567
0.767366	4.30721	0.791782
0.99087	3.37682	0.0692455
2.28954	2.0165	1.33189
1.36947	1.9445	0.656017
2.95614	2.4726	0.468046
2.44424	2.58202	1.46184
1.5335	4.3634	0.0243758
1.97191	1.93552	-0.824263
2.66376	5.1189	2.18551
2.18257	1.04681	1.94337
1.50307	2.80442	1.47596
3.17271	2.72946	-0.301151
2.16821	3.18994	0.713443
3.25709	3.30422	2.6171
2.84916	2.36973	1.57889
2.13951	3.29409	0.490832
1.8085	1.78386	0.604542
1.3289	2.39473	0.744182
3.00668	4.07177	0.784397
2.97308	3.66074	0.304548
2.02596	2.26545	2.41353
1.60603	4.07897	1.69006
2.09579	2.87124	1.271
1.48066	3.03003	2.08264
1.72753	3.33651	0.331577
1.78862	3.12178	1.03393
2.08699	4.63727	1.07218
1.95756	3.04835	0.172232
2.75884	3.09741	1.47656
1.3926	2.79607	0.860268
2.83764	1.98635	1.90023
2.80073	3.27407	1.49266
2.40715	3.39314	0.594079
2.21734	3.38736	2.01244
1.10514	3.43903	1.82046
2.54193	3.70986	1.63876
2.04436	2.45292	1.6204
1.70441	3.39537	0.728689
2.45231	3.42751	-0.0389667
2.48919	2.68635	1.47136
3.47996	2.98065	1.62263
2.14304	2.42468	1.71427
0.876869	3.27532	0.25872
0.896356	2.75877	0.58694
1.11293	4.35565	1.56926
1.09904	3.32959	1.5189
1.61191	2.78406	1.60414
2.67013	2.48637	0.383069
1.57143	1.11563	1.58864
1.47941	3.15848	1.27912
0.854433	2.44549	1.51186
2.30352	3.1643	-0.742407
2.07691	1.93601	0.358314
1.75426	3.55346	2.08953
1.99289	2.52828	1.78916
1.65937	3.28712	-0.190411
2.42669	2.45886	0.47791
3.50434	2.95049	-0.668595
2.30649	3.85586	1.13683
2.81265	3.04836	0.915392
2.35958	3.22874	0.507965
2.06955	3.88468	0.372786
3.57667	2.68609	0.391058
0.806506	3.32506	-0.250096
1.64726	3.75424	-0.00534166
2.96632	3.80648	1.3418
4.15533	6.87639	-1.16837
4.78781	6.58202	-0.298897
4.36919	9.43464	-1.1408
3.90556	8.80146	-0.0680856
3.7723	8.53958	-0.897604
3.03598	8.37211	-1.17604
3.55194	7.30726	-2.19604
3.8772	8.09688	0.623255
3.74596	7.81145	-0.491182
2.7124	8.32184	-1.29323
3.4021	7.6001	-0.856121
3.22488	9.74771	-1.22436
4.23714	7.11915	-1.44318
3.94504	8.55425	-1.58082
3.61141	8.46491	-2.10164
3.25963	7.80122	-0.0288524
3.28176	10.1647	-0.387073
2.39859	7.6913	-1.13803
4.96611	7.90909	-1.27124
3.31056	9.54533	-0.28938
2.24426	9.19806	-2.30678
3.72905	6.94653	-3.01942
4.40106	8.78922	-1.60754
3.37652	8.30076	-1.68065
3.80461	8.38404	-0.00663206
4.06703	7.60459	-1.60346
4.05799	7.06798	-2.21204
4.79946	7.03265	-2.08046
2.93787	7.16887	-1.34905
4.87945	7.57095	-0.506534
5.02912	7.1658	-2.82011
4.3852	8.7127	-1.37036
3.35008	8.17452	-1.54339
3.14063	8.1589	-0.17583
3.65744	7.13837	0.464016
3.69542	8.51591	-0.617003
4.20495	6.22442	-0.477682
4.66068	7.54515	-1.45169
4.67921	8.42109	-1.72663
4.71681	9.41584	-1.06171
3.96636	7.70681	-0.46706
3.89513	8.61417	0.565399
4.10965	9.58858	-0.810182
4.318	7.55781	-1.69245
3.28992	7.50376	-1.68904
4.47661	9.63626	-1.79422
3.96251	8.08335	-0.545083
2.74362	8.80658	-0.730047
3.56759	8.21766	-0.895468
4.05392	8.52998	-0.65964
4.31111	8.46503	-1.06614
4.43774	8.30901	-1.38058
4.25202	6.02638	-0.690081
4.54155	7.62401	-0.584893
4.16008	7.67922	-1.72738
3.70829	7.3765	-2.64544
4.74954	7.44893	-1.46391
4.03556	7.63967	-1.81848
3.94342	7.14796	-1.63684
3.17912	8.03144	-0.309452
4.56853	7.43976	-1.53644
3.45852	7.46135	-1.07838
4.60999	6.84525	1.03089
3.0916	8.62093	-0.983707
4.16309	6.69348	-1.7035
3.71653	8.56328	-0.845225
3.93655	7.99779	-2.01973
3.01106	8.44872	-1.53846
3.60414	7.53923	-1.38615
4.6779	8.37968	-0.991641
5.63031	8.6645	-0.146405
4.49106	8.15902	-0.889073
2.68999	8.11549	-1.13793
3.66922	8.02102	-0.838679
4.29508	7.90583	-1.84916
3.5126	8.11529	-0.709554
5.45737	7.74604	-1.44441
3.95719	6.77542	-0.652782
4.90868	8.75421	-1.25162
4.202	7.54673	-1.64222
4.05168	7.92994	-2.21846
5.29675	7.88358	-0.886617
3.14909	8.4497	-0.671815
3.64834	9.06232	-1.41024
2.88947	6.45468	-1.96536
4.19585	8.20398	-1.82525
4.30433	7.71291	-0.271216
4.37718	7.03067	-1.52296
4.75161	7.74599	-0.799759
3.08882	7.88614	-1.01129
5.01102	9.57761	-0.29527
2.69396	6.96416	-1.3901
4.38319	9.36615	-0.986056
2.63264	8.01961	0.22608
4.57199	8.58819	-0.477968
4.17439	7.69595	0.54902
4.85119	7.25504	-0.834166
4.47966	8.46553	-0.511289
4.91124	8.55511	-0.216209
3.57952	8.65017	-0.308454
